Feature,Normal_Mean,Delayed_Mean,Normal_Median,Delayed_Median,Normal_STD,Delayed_STD,Mean_Difference,Relative_Difference,Standardized_Difference
RAD_glcm_Contrast,0.30611366684455105,0.3636031872259009,0.297201617201983,0.3636031872259009,0.0902644034388481,0.18618542949921005,0.05748952038134986,0.18780448764400778,0.39293208500119703
RAD_square_glcm_Idm,0.9301546407851866,0.9396502751816829,0.9351367968789845,0.9396502751816829,0.027433476725033063,0.020651529924530024,0.009495634396496255,0.010208662064471005,0.3910813456169959
RAD_exponential_firstorder_MeanAbsoluteDeviation,7.100347386245651,9.208836718062349,5.438049907402656,9.208836718062349,6.648845305802739,3.744067075750496,2.108489331816698,0.29695579907420255,0.39077878460953847
RAD_square_firstorder_MeanAbsoluteDeviation,35.80222056162746,32.09266422906668,35.11640513217491,32.09266422906668,11.342492355062847,7.23169843106968,-3.70955633256078,-0.10361246521469375,0.38999421116510846
RAD_squareroot_glcm_Autocorrelation,143.25160888469284,154.11350772004693,144.0437801351756,154.11350772004693,38.86062672988975,6.969581033056457,10.861898835354083,0.07582392211796757,0.3890775997730603
RAD_exponential_glcm_InverseVariance,0.013765314906028813,0.0191955955183572,0.00918604697897025,0.0191955955183572,0.016817893029180978,0.01042256922626527,0.005430280612328387,0.39449010864989864,0.38813893434917796
RAD_wavelet-H_glcm_Idmn,0.9487448919814417,0.9558099947247003,0.9495963692792377,0.9558099947247003,0.013210235467961687,0.02224134683935935,0.007065102743258556,0.00744678870181688,0.38624196912115066
RAD_logarithm_glcm_Idm,0.8342481683928396,0.8172535465091744,0.8314830229336049,0.8172535465091744,0.0409555784247976,0.048166820934773966,-0.016994621883665184,-0.020371182731354177,0.38013476460679424
RAD_wavelet-H_firstorder_MeanAbsoluteDeviation,0.9366226545424647,1.1132746586943005,0.8958005871783599,1.1132746586943005,0.27543062226258197,0.6093977221470033,0.1766520041518358,0.18860530788599048,0.3735676517692235
RAD_wavelet-L_glcm_Contrast,0.4793322873782365,0.5763888998244191,0.45954694695179554,0.5763888998244191,0.1652698706899983,0.33072484342470615,0.09705661244618258,0.20248294342281148,0.37125037966996044
RAD_wavelet-H_glcm_JointEntropy,1.7979855400123956,1.734737799640838,1.810842179608279,1.734737799640838,0.1285634575678669,0.20638249661706132,-0.06324774037155767,-0.035177001683564114,0.3678615197644314
RAD_logarithm_firstorder_Range,499.6984245371259,480.9650945898274,502.4920297211107,480.9650945898274,62.42489446517304,37.447688506176476,-18.7333299472985,-0.03748927158345069,0.3639359476250363
RAD_squareroot_glcm_Idm,0.82423513129331,0.8053174474612629,0.8208633686552507,0.8053174474612629,0.03925877411054628,0.06355590166129839,-0.018917683832047172,-0.022951804784234555,0.35813136537382023
RAD_logarithm_glcm_Id,0.8432906963366193,0.8289110066608256,0.8406149038647133,0.8289110066608256,0.03791566699993208,0.04242017079808693,-0.014379689675793728,-0.017051877527590496,0.35742798574436757
RAD_wavelet-H_glcm_SumAverage,3.072914743938974,2.984313856716559,3.0304923829338044,2.984313856716559,0.34956465777405593,0.03685382174261551,-0.0886008872224151,-0.02883284913591842,0.3564718758144453
RAD_wavelet-H_glcm_JointAverage,1.536457371969487,1.4921569283582794,1.5152461914669022,1.4921569283582794,0.174782328887028,0.018426910871307756,-0.04430044361120755,-0.028832849134980132,0.3564718758144452
RAD_exponential_glcm_Correlation,0.9276440114767728,0.9402448192229573,0.9301803014127608,0.9402448192229573,0.04049355860145567,0.02943508186652004,0.01260080774618455,0.013583667429455177,0.3559669279805194
RAD_logarithm_glcm_MaximumProbability,0.18334649119564853,0.155918965096412,0.14875726369948689,0.155918965096412,0.09490231675503265,0.05412464890898251,-0.027427526099236516,-0.14959395135088396,0.35503694797221763
RAD_squareroot_firstorder_Kurtosis,1.9305608377748098,1.6576537042964719,1.6109067664267442,1.6576537042964719,1.0700105739837305,0.2265336336402081,-0.27290713347833795,-0.14136158163176987,0.352874848314376
RAD_square_glcm_DifferenceAverage,0.14025928573234536,0.12259698284346524,0.1297883769092483,0.12259698284346524,0.05548881783928664,0.04398657704521399,-0.017662302888880127,-0.12592608599185523,0.3527586047177499
RAD_glcm_DifferenceEntropy,0.8878492144053862,0.9567200083266607,0.8892182523559119,0.9567200083266607,0.13814868403855152,0.24022421031144756,0.06887079392127449,0.07757037208130196,0.35147143403090053
RAD_exponential_glcm_Id,0.9929913166300395,0.9904022022408214,0.9954069765105148,0.9904022022408214,0.009065209638439516,0.00521128461313252,-0.00258911438921805,-0.0026073887511364234,0.35017538311637675
RAD_square_glcm_SumAverage,4.628341366903813,4.266689040761533,4.323515974701697,4.266689040761533,1.3124309873008992,0.7043021716687826,-0.3616523261422797,-0.07813864567565329,0.34337993562260394
RAD_square_glcm_JointAverage,2.3141706834519065,2.1333445203807666,2.1617579873508483,2.1333445203807666,0.6562154936504496,0.352151085834392,-0.18082616307113986,-0.07813864567396503,0.34337993562260377
RAD_exponential_glcm_Idm,0.9929605720706818,0.9904022022408214,0.9954069765105148,0.9904022022408214,0.009234573034941447,0.00521128461313252,-0.002558369829860352,-0.002576506964690023,0.3412148279860194
RAD_lbp-2D_firstorder_Kurtosis,6.562029171159058,6.18798697346061,6.294196708874604,6.18798697346061,1.5524119631180981,0.19768473553700489,-0.37404219769844804,-0.05700099587132443,0.33801478262780127
RAD_squareroot_glcm_Id,0.8310934761817621,0.8150175862072845,0.8273578546945791,0.8150175862072845,0.036673759402405845,0.05647521060461227,-0.01607588997447762,-0.0193430587933378,0.3376209878727814
RAD_square_firstorder_Mean,42.317164498277485,37.69173049082033,38.557037087538504,37.69173049082033,17.19409486889494,9.054531635637536,-4.625434007457152,-0.10930396831372052,0.33661941745533513
RAD_logarithm_firstorder_Kurtosis,1.7694487907695458,1.4177661062953795,1.2982013041791687,1.4177661062953795,1.5072277304783388,0.18561712309454045,-0.3516826844741663,-0.19875267726812357,0.32750544254280045
